exp_id,page_id,fix_seq_id,row_idx,article_id,user,sentence_id,word,word_understand,sentence_understand,mind_wandering,reading_times,number_of_fixations,fixation_duration,fixation_duration_diff,number_of_fixations_diff,reading_times_diff,fixation_duration_mean,number_of_fixations_mean,reading_times_mean,fixation_duration_var,number_of_fixations_var,reading_times_var,fixation_duration_div_syllable,fixation_duration_div_length,backward_times_of_sentence,forward_times_of_sentence,horizontal_saccade_proportion,saccade_duration,saccade_times_of_sentence,saccade_velocity,total_dwell_time_of_sentence,backward_times_of_sentence_div_log,forward_times_of_sentence_div_log,horizontal_saccade_proportion_div_log,saccade_duration_div_log,saccade_times_of_sentence_div_log,saccade_velocity_div_log,total_dwell_time_of_sentence_div_log,backward_times_of_sentence_div_syllable,forward_times_of_sentence_div_syllable,horizontal_saccade_proportion_div_syllable,saccade_duration_div_syllable,saccade_times_of_sentence_div_syllable,saccade_velocity_div_syllable,total_dwell_time_of_sentence_div_syllable
1934,2863,0,0,5,1,0,The,1,0,0,0,0,0,0,0,0,242.579,0.737,0.579,107171.823,0.615,0.244,0.0,0.0,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,French,1,0,0,1,1,213,213,1,1,242.579,0.737,0.579,107171.823,0.615,0.244,213.0,35.5,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,prime,1,0,0,1,1,291,78,0,0,242.579,0.737,0.579,107171.823,0.615,0.244,291.0,58.2,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,minister,1,0,0,0,0,0,-291,-1,-1,242.579,0.737,0.579,107171.823,0.615,0.244,0.0,0.0,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,has,1,0,0,0,0,0,0,0,0,242.579,0.737,0.579,107171.823,0.615,0.244,0.0,0.0,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,warned,1,0,0,0,0,0,0,0,0,242.579,0.737,0.579,107171.823,0.615,0.244,0.0,0.0,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,that,1,0,0,1,1,234,234,1,1,242.579,0.737,0.579,107171.823,0.615,0.244,234.0,58.5,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,any,1,0,0,1,1,204,-30,0,0,242.579,0.737,0.579,107171.823,0.615,0.244,204.0,68.0,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,new,1,0,0,0,0,0,-204,-1,-1,242.579,0.737,0.579,107171.823,0.615,0.244,0.0,0.0,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,government,1,0,0,1,3,639,639,3,1,242.579,0.737,0.579,107171.823,0.615,0.244,213.0,63.9,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,in,1,0,0,0,0,0,-639,-3,-1,242.579,0.737,0.579,107171.823,0.615,0.244,0.0,0.0,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,Italy,1,0,0,0,0,0,0,0,0,242.579,0.737,0.579,107171.823,0.615,0.244,0.0,0.0,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,must,1,0,0,1,1,257,257,1,1,242.579,0.737,0.579,107171.823,0.615,0.244,257.0,64.25,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
1934,2863,0,0,5,1,0,uphold,1,0,0,1,1,1387,1130,0,0,242.579,0.737,0.579,107171.823,0.615,0.244,693.5,231.167,0,0,1,203,11,-65.551,136,0.0,0.0,0.217,44.081,2.389,-14.234,29.532,0.0,0.0,0.036,7.25,0.393,-2.341,4.857
